FrameNo,Joy Evidence,Anger Evidence,Surprise Evidence,Fear Evidence,Sadness Evidence
977,0.957687816,0.866745423,0.694538514,0.946314334,0.851995747
978,0.961676643,0.888914114,0.735112687,0.942853437,0.877689065
979,0.961644095,0.941846581,0.762908224,0.957201292,0.956455518
980,0.976094481,0.855451147,0.798071729,0.964635198,0.880321836
981,0.937164386,0.859306492,0.587775199,0.927940481,0.862776091
982,0.978129958,0.93821583,0.774003385,0.969653821,0.923444637
983,0.948040809,0.927787953,0.529261315,0.898180704,0.884229387
984,0.971355306,0.951632947,0.694071053,0.902113039,0.90086903
985,0.963212808,0.885671931,0.730501074,0.926803235,0.812339395
986,0.970191913,0.916010589,0.713349446,0.942714874,0.893784862
987,0.96913133,0.920455056,0.739638133,0.930140856,0.912692579
988,0.951105138,0.940021486,0.663080872,0.911942465,0.947457593
989,0.94491545,0.934076544,0.433270086,0.854977046,0.854143467
990,0.949883824,0.955569945,0.648615399,0.899257915,0.923820692
991,0.967831037,0.932689585,0.72192673,0.93267546,0.875969972
992,0.962947788,0.925932513,0.653628771,0.928995398,0.92039729
993,0.96899162,0.933869933,0.729121571,0.917625627,0.890431349
994,0.975842229,0.95242348,0.800877631,0.920685539,0.90264338
995,0.97124546,0.925282609,0.765727658,0.944355403,0.853285714
996,0.962473247,0.942406848,0.733324294,0.872089392,0.875251606
997,0.965045663,0.94468857,0.828682382,0.910832669,0.913463128
998,0.970557837,0.92126975,0.670178062,0.949651157,0.867732874
999,0.95660956,0.94663106,0.825083888,0.918653287,0.937115871
1000,0.974365602,0.956783311,0.754401268,0.905084256,0.88009822
1001,0.964517015,0.943005273,0.631243947,0.94651004,0.882751974
1002,0.943038282,0.949729398,0.575420571,0.908268705,0.849465182
1003,0.970119594,0.943928413,0.777079642,0.931588114,0.889940507
1004,0.978414808,0.95271501,0.673770155,0.940517685,0.893069188
1005,0.979683306,0.955097025,0.841885152,0.956940437,0.930050717
1006,0.968234562,0.803000024,0.644147821,0.87048754,0.876105779
1007,0.964584016,0.810452647,0.683808059,0.880534225,0.830423911
1008,0.977272862,0.943098688,0.63504098,0.91707069,0.924691915
1009,0.96495073,0.957318665,0.78867654,0.901743688,0.912211517
1010,0.980881781,0.937366586,0.805121328,0.921805527,0.926103231
1011,0.938016754,0.877271364,0.587931269,0.907148854,0.848429069
1012,0.973951403,0.89709605,0.63411062,0.951998709,0.871770836
1013,0.975649164,0.847462669,0.671904169,0.959141079,0.874500763
1014,0.962675154,0.946604439,0.623643497,0.883156078,0.927151135
1015,0.975658194,0.960901685,0.739879648,0.900199198,0.924947324
1016,0.96462661,0.890725082,0.727813216,0.95195486,0.857760921
1017,0.959589366,0.857807907,0.689810597,0.957654546,0.903962769
1018,0.978424867,0.981704578,0.9374523,0.950522445,0.957139714
1019,0.977082607,0.936243195,0.837231484,0.962150267,0.932532408
1020,0.947694778,0.93408435,0.675017902,0.919435968,0.888557719
1021,0.957304671,0.94763782,0.806980958,0.944482877,0.903492559
1022,0.961432919,0.941386729,0.650098657,0.931633906,0.910382421
1023,0.964222946,0.858820471,0.772930712,0.961922488,0.892317752
1024,0.969751588,0.96101249,0.844702891,0.960702823,0.947820313
1025,0.959272896,0.939305809,0.576418094,0.904713707,0.933721323
1026,0.920642427,0.951127425,0.529572823,0.885458447,0.910859187
1027,0.960496932,0.91505337,0.738105148,0.936361204,0.879240028
1028,0.929996142,0.940533785,0.58214092,0.891917243,0.922404604
1029,0.944170006,0.922932327,0.613672963,0.899337937,0.906128262
1030,0.93894637,0.953851806,0.60859882,0.859607707,0.911231865
1031,0.927368126,0.875054867,0.540614507,0.90057825,0.843670648
1032,0.903909303,0.953024598,0.442835751,0.85157485,0.870834478
1033,0.917315348,0.952364628,0.593437407,0.888383609,0.864533508
1034,0.962925299,0.924574221,0.672758676,0.934623803,0.93138428
1035,0.951385598,0.927660783,0.599382122,0.908883181,0.924078638
1036,0.971852348,0.966980563,0.861379917,0.877993276,0.904418009
1037,0.944021529,0.930812107,0.551603281,0.904168126,0.902070113
1038,0.933541897,0.93793728,0.513438642,0.863340036,0.8969899
1039,0.944593186,0.951868289,0.626579758,0.906628498,0.895454346
1040,0.956579772,0.914459292,0.671658029,0.930277057,0.877040835
1041,0.896671085,0.90967058,0.56618623,0.899053819,0.884444972
1042,0.918049855,0.954703597,0.522815116,0.863326362,0.846072382
1043,0.953444379,0.926873894,0.599694469,0.900221264,0.882430207
1044,0.936221313,0.936523685,0.556743486,0.869721324,0.870642463
1045,0.949537152,0.949656914,0.55099421,0.886351085,0.864141625
1046,0.971380052,0.928879896,0.681336041,0.94412723,0.859232303
1047,0.973075343,0.960047264,0.826923595,0.909355296,0.893707899
1048,0.970951893,0.943145283,0.765540937,0.947879755,0.880321768
1049,0.976221247,0.979376628,0.954942157,0.948736278,0.944970451
1050,0.962186603,0.902297196,0.661645476,0.951926264,0.765060585
1051,0.96798295,0.944336776,0.680338536,0.953955229,0.839753973
1052,0.979475743,0.968931513,0.960346154,0.955684156,0.952847688
1053,0.96747472,0.960404589,0.888601399,0.924895866,0.941522103
1054,0.968752475,0.967561809,0.85778988,0.919034228,0.90118853
1055,0.963450223,0.942130328,0.798282719,0.936081439,0.907143231
1056,0.967533669,0.940932938,0.685377438,0.92603694,0.898264668
1057,0.970393156,0.921511331,0.770530094,0.95831024,0.851815634
1058,0.977495565,0.908123106,0.817172669,0.967216815,0.880714719
1059,0.974801663,0.922940853,0.768311508,0.956306613,0.896681166
1060,0.963141442,0.889253779,0.740101447,0.978830192,0.870379213
1061,0.952431933,0.87496269,0.692708498,0.949812983,0.785397422
1062,0.93469779,0.860726594,0.701716894,0.949022515,0.826019759
1063,0.954607546,0.899620196,0.723745404,0.945229151,0.83230248
1064,0.97094354,0.832649818,0.785413499,0.963834907,0.771624581
1065,0.921549504,0.763723099,0.691622681,0.924978848,0.76848811
1066,0.945902949,0.895629296,0.673560905,0.951627882,0.873273752
1067,0.971748811,0.915926413,0.760370594,0.983641958,0.930822136
1068,0.930844295,0.865931429,0.683677727,0.92984728,0.79832735
1069,0.951235139,0.933465913,0.708012486,0.946386515,0.929126026
1070,0.9454705,0.909549909,0.603633797,0.956934004,0.900951573
1071,0.918155737,0.912898798,0.65530808,0.944342084,0.825771591
1072,0.968593638,0.974870029,0.855987334,0.944461844,0.922364854
1073,0.992814736,0.994015566,0.949039146,0.987700092,0.93544746
1074,0.976019365,0.94214334,0.719232994,0.966783864,0.956421379
1075,0.972179077,0.928494609,0.751208013,0.961334548,0.909161688
1076,0.96646107,0.882127089,0.752449359,0.977168095,0.898551512
1077,0.937296809,0.851273647,0.666240456,0.934345125,0.829971838
1078,0.967577254,0.947147237,0.76936278,0.961561197,0.941416163
1079,0.955657255,0.869010874,0.726465536,0.956132895,0.837935193
1080,0.943753775,0.844542306,0.678666186,0.943960427,0.85876021
1081,0.966527231,0.888821724,0.802713425,0.961572237,0.886789819
1082,0.968671438,0.862149355,0.812954043,0.975397711,0.865713121
1083,0.941113931,0.825074093,0.685406215,0.914627806,0.756279671
1084,0.972192096,0.959450684,0.743332953,0.934163654,0.900920694
1085,0.952197215,0.833838299,0.726622138,0.947642397,0.816317754
1086,0.958000347,0.848707423,0.668651992,0.87511018,0.803369837
1087,0.981634549,0.967175153,0.863145547,0.911049223,0.931332535
1088,0.969021647,0.895985579,0.620690802,0.920955671,0.864864158
1089,0.972994871,0.965078847,0.781439994,0.901319527,0.896737584
1090,0.968001751,0.95467089,0.73384242,0.890243107,0.899623647
1091,0.966425274,0.941265534,0.675067999,0.89848173,0.898015846
1092,0.946764823,0.94664617,0.565743308,0.903303533,0.883395481
1093,0.960469151,0.956863945,0.709870953,0.879068729,0.909589697
1094,0.959678705,0.933992301,0.672707263,0.909869321,0.875766542
1095,0.956185013,0.931927526,0.65928044,0.926278024,0.902964338
1096,0.959397229,0.948062936,0.622423481,0.918054541,0.891841492
1097,0.982676896,0.954072767,0.842881755,0.958822707,0.91535889
1098,0.980939438,0.911738452,0.703436979,0.964139566,0.836342301
1099,0.973043535,0.974625425,0.839639179,0.923662522,0.910440141
1100,0.987422241,0.942163641,0.844081091,0.968659671,0.896268856
1101,0.961914973,0.94423656,0.661359498,0.944907092,0.842646233
1102,0.973869463,0.971538416,0.853350005,0.9086265,0.891270249
1103,0.965851247,0.930047862,0.697383524,0.947238495,0.850820839
1104,0.975245437,0.947168816,0.682127803,0.917994451,0.87819876
1105,0.975125507,0.973167017,0.866716193,0.878426086,0.912289183
1106,0.943289782,0.922515401,0.622894512,0.941755261,0.898211516
1107,0.963293982,0.948995944,0.563049464,0.890320338,0.886949893
1108,0.959194369,0.963397562,0.713054192,0.900059111,0.931728486
1109,0.948288484,0.933936078,0.556372919,0.921878473,0.893785387
1110,0.970302386,0.958342843,0.7841319,0.936059009,0.936080727
1111,0.969085738,0.942037411,0.722666276,0.951987761,0.898420026
1112,0.974541898,0.943332302,0.795182518,0.958426752,0.906761899
1113,0.941201652,0.861623824,0.623521964,0.941998628,0.848604102
1114,0.956075907,0.929962736,0.67840573,0.955166133,0.925699223
1115,0.951027061,0.867662836,0.73101645,0.961186869,0.866806961
1116,0.944940999,0.81532478,0.640382367,0.941432198,0.826420179
1117,0.937351293,0.877137405,0.662855648,0.943399827,0.841997984
1118,0.962241376,0.913652104,0.777215716,0.970031203,0.931525952
1119,0.923681633,0.840135695,0.665853896,0.928249636,0.809028113
1120,0.954222357,0.946667095,0.787967987,0.903889837,0.930432241
1121,0.953355227,0.946139722,0.690817532,0.909964707,0.88912935
1122,0.962826553,0.924188664,0.74869063,0.943598635,0.875083717
1123,0.968972343,0.957100724,0.777490948,0.905468387,0.910783848
1124,0.966932237,0.943213962,0.811194598,0.940752646,0.949305388
1125,0.976831634,0.927139469,0.780147091,0.941267855,0.902179251
1126,0.94623275,0.884077287,0.609629591,0.938698792,0.841749181
1127,0.945811126,0.782982737,0.644354384,0.876974426,0.80994047
1128,0.936045932,0.790501799,0.697947068,0.954564708,0.92123177
1129,0.967072072,0.827793384,0.721330082,0.928065316,0.938355698
1130,0.970430482,0.937578222,0.613388302,0.911871715,0.930406887
1131,0.95906981,0.925154591,0.610381588,0.902351736,0.901808258
1132,0.959051812,0.950217992,0.79275745,0.899264455,0.921503106
1133,0.952594244,0.945352631,0.758068096,0.917149485,0.881862989
1134,0.909363105,0.947148802,0.504618915,0.876318011,0.831532054
1135,0.926590285,0.967116639,0.562024571,0.873955265,0.880880979
1136,0.946452129,0.927621136,0.642345121,0.90960362,0.804702751
1137,0.916978736,0.941557685,0.544598685,0.875739241,0.818294886
1138,0.938518223,0.961148359,0.739333034,0.88445537,0.889857563
1139,0.944534713,0.955163845,0.653144875,0.917400088,0.885776479
1140,0.977410753,0.929752677,0.755438151,0.966629635,0.887261758
1141,0.967541383,0.963029113,0.744571189,0.873714722,0.882538315
1142,0.960018139,0.944683202,0.671489402,0.941828518,0.860093224
1143,0.963819746,0.939411996,0.640908418,0.948298496,0.84863737
1144,0.961307972,0.951857367,0.810529012,0.921940374,0.91700565
1145,0.978082761,0.959500254,0.81336095,0.96756263,0.913904491
1146,0.977697296,0.937538191,0.779750254,0.941936547,0.861562871
1147,0.945760342,0.957780993,0.660894219,0.917221057,0.906181112
1148,0.954854455,0.953556286,0.60067242,0.937727481,0.91475946
1149,0.95207672,0.942285864,0.650123728,0.927854689,0.899625715
1150,0.945196261,0.952725297,0.713836894,0.889087009,0.872215686
1151,0.960873743,0.952334264,0.688468624,0.920502836,0.904258076
1152,0.96872438,0.882456554,0.64736703,0.950936716,0.889143963
1153,0.971505602,0.927969051,0.809928073,0.965119127,0.912015513
1154,0.974106326,0.940417231,0.799281504,0.947958744,0.911019823
1155,0.978078773,0.885996564,0.819877656,0.970851109,0.851175911
1156,0.971098689,0.921415938,0.784626731,0.965396179,0.905019946
1157,0.964053197,0.90825105,0.730357012,0.958062003,0.898228696
1158,0.947100896,0.867028294,0.731670434,0.944174721,0.866943132
1159,0.975846681,0.958553055,0.773045159,0.942010389,0.936432712
1160,0.970619633,0.957140667,0.658128479,0.917911128,0.907358619
1161,0.956060718,0.929413422,0.671572386,0.933595793,0.895187084
1162,0.959761133,0.949049679,0.648833511,0.921798582,0.897053313
1163,0.975310946,0.939683221,0.745099015,0.960416811,0.912311438
1164,0.971670158,0.94846098,0.772460862,0.932836867,0.914047187
1165,0.961169931,0.943304278,0.686518338,0.942062482,0.91188262
1166,0.947306428,0.883434991,0.723842001,0.949428331,0.838660917
1167,0.938879882,0.842821904,0.63906231,0.919513234,0.799536514
1168,0.963864924,0.950826568,0.790765821,0.953791124,0.958261216
1169,0.942678467,0.873774861,0.731667108,0.943789022,0.836234156
1170,0.956320872,0.875676768,0.748850964,0.95114239,0.853666559
1171,0.952603525,0.885850758,0.741139547,0.938657213,0.838120954
1172,0.962730629,0.891452428,0.801072583,0.93778364,0.831891336
1173,0.955689351,0.870036678,0.750137819,0.955177197,0.861680523
1174,0.958577861,0.954273429,0.641512972,0.881150761,0.918966664
1175,0.954151656,0.883676012,0.5267326,0.893101557,0.880009527
1176,0.964617943,0.930405918,0.598758528,0.889702546,0.905573335
1177,0.942889843,0.957538931,0.745952296,0.896399708,0.929194476
1178,0.971667674,0.945065271,0.798539659,0.934304603,0.944075343
1179,0.947525493,0.946833678,0.646121402,0.901277578,0.934345175
1180,0.952327355,0.965432263,0.745594667,0.864804602,0.926769
1181,0.928933966,0.955829645,0.563427855,0.88128478,0.926222975
1182,0.891177612,0.9614813,0.447573756,0.856901893,0.918965423
1183,0.938487419,0.960800314,0.674055042,0.877080681,0.920513904
1184,0.923633771,0.937359658,0.586137043,0.90409875,0.934923363
1185,0.945994245,0.942177766,0.55781963,0.895216373,0.934822392
1186,0.864296502,0.952696157,0.447521838,0.824319795,0.90139209
1187,0.86777217,0.912999566,0.398124927,0.854051756,0.875663818
1188,0.946531798,0.952690644,0.647230857,0.885716506,0.920206139
1189,0.964031788,0.96292531,0.743682055,0.92827884,0.943297041
1190,0.947701488,0.920494526,0.721053579,0.915456868,0.861191274
1191,0.935338693,0.87870612,0.682955346,0.92139991,0.840648822
1192,0.9475089,0.934794015,0.74433465,0.948231832,0.944250277
1193,0.923255392,0.934119701,0.71428857,0.942359617,0.955922858
1194,0.957735753,0.848543209,0.768027018,0.951914883,0.826060034
1195,0.935889303,0.945634195,0.651728032,0.924642384,0.954155897
1196,0.899868538,0.880825067,0.579031893,0.919567917,0.856423729
1197,0.906386648,0.850050415,0.635559503,0.922806797,0.846285164
1198,0.962136145,0.937961641,0.784871618,0.947134129,0.928361095
1199,0.954510518,0.941771048,0.724820259,0.949521307,0.95612146
1200,0.926339613,0.804067458,0.675548712,0.929710831,0.830873175
1201,0.906848208,0.903169459,0.620744559,0.912976875,0.882414959
1202,0.939500555,0.948380503,0.759313562,0.937168707,0.936738637
1203,0.928807175,0.842226866,0.686482512,0.923460247,0.82852597
1204,0.839218609,0.858268422,0.506311017,0.872701638,0.811882451
1205,0.917780143,0.871593645,0.635399313,0.928207341,0.858955411
1206,0.910518032,0.867040639,0.596453794,0.925562849,0.868731959
1207,0.846140697,0.877580784,0.510180469,0.865372512,0.812883747
1208,0.882248368,0.850938981,0.576651901,0.897172275,0.839123225
1209,0.942230428,0.872346615,0.600706344,0.921620335,0.829225674
1210,0.941727704,0.915586549,0.583781591,0.903451081,0.873778903
1211,0.957209788,0.930791347,0.77434321,0.958291963,0.919094477
1212,0.901141715,0.807289359,0.639495379,0.912514402,0.727607938
1213,0.841342561,0.848549596,0.571716817,0.847424968,0.738670989
1214,0.880698757,0.767958535,0.688384531,0.895918409,0.695899618
1215,0.922673476,0.832647484,0.608568277,0.901381774,0.832376591
1216,0.888487987,0.83434077,0.692580709,0.923377215,0.849549547
1217,0.943312333,0.935052735,0.63145317,0.935073229,0.94579727
1218,0.886415585,0.827920537,0.565553296,0.88987587,0.859991463
1219,0.90820819,0.829393758,0.662231783,0.93969716,0.88461001
1220,0.874620233,0.852639172,0.609379845,0.905492225,0.846876094
1221,0.829160326,0.820265284,0.537521121,0.869328184,0.801548192
1222,0.903686764,0.869964028,0.650698226,0.9162247,0.834047297
1223,0.92100835,0.86082201,0.696799479,0.934411983,0.816198788
1224,0.955277598,0.883516628,0.566866502,0.914028928,0.792845415
1225,0.866676594,0.822219152,0.580593402,0.903727193,0.862764177
1226,0.934448648,0.89669141,0.632534534,0.930557011,0.880126833
1227,0.917901177,0.754970991,0.673235378,0.929016558,0.783101443
1228,0.861814792,0.872308816,0.622937911,0.897691111,0.793224494
1229,0.893136919,0.925870937,0.602913101,0.911808061,0.851895622
1230,0.892126443,0.873625565,0.650273253,0.910164274,0.765438078
1231,0.908714927,0.935782463,0.554888391,0.923223605,0.910650183
1232,0.934413881,0.9394065,0.580528773,0.930517073,0.891721173
1233,0.953345444,0.934069123,0.586574935,0.949180503,0.897844882
1234,0.889689497,0.90296377,0.632929008,0.916945753,0.848599737
1235,0.875332489,0.852650413,0.545265507,0.856831426,0.692955853
1236,0.870275077,0.81730546,0.700454524,0.887545937,0.738611873
1237,0.913263257,0.885462032,0.605634658,0.943906659,0.86010244
1238,0.840409596,0.800287396,0.54744813,0.802746153,0.583838676
1239,0.961774963,0.919689561,0.69779968,0.96787043,0.955107577
1240,0.872665716,0.845930017,0.61072391,0.902822619,0.709552949
1241,0.906862205,0.75544047,0.674736333,0.89657667,0.688899883
1242,0.887608353,0.818041865,0.68426408,0.917410651,0.776252838
1243,0.97228116,0.947695494,0.635233706,0.911535524,0.842635628
1244,0.985508024,0.929769933,0.7662547,0.982495011,0.899030674
1245,0.963087798,0.98576496,0.801004176,0.92127006,0.94261574
1246,0.962832699,0.981091041,0.854197436,0.944980247,0.913965285
1247,0.968594453,0.957651552,0.795992617,0.924910675,0.946490152
1248,0.970412032,0.977858371,0.872444662,0.936285258,0.931776181
1249,0.967839578,0.975723451,0.780310733,0.937887383,0.900161035
1250,0.969255913,0.953392894,0.833429618,0.947780035,0.909945411
1251,0.971575438,0.972454351,0.914703671,0.924125656,0.93367261
1252,0.963409924,0.983349282,0.856946723,0.931998425,0.914950827
1253,0.973949108,0.977748727,0.874721313,0.954386456,0.960923181
1254,0.989558798,0.991957141,0.94217881,0.96728811,0.926914345
1255,0.997784377,0.999003621,0.944287654,0.979460709,0.888920871
1256,0.977602062,0.993817485,0.94504185,0.979729634,0.915449582
1257,0.991560109,0.995629179,0.922770184,0.959107911,0.913738218
1258,0.995793212,0.995961796,0.930236092,0.96469556,0.909855941
1259,0.97465878,0.995689119,0.917158488,0.98020131,0.918492762
1260,0.978455144,0.9919628,0.926622697,0.976660634,0.903713471
1261,0.970839739,0.994544788,0.91400041,0.974946225,0.915458608
1262,0.954856838,0.982449996,0.836407348,0.960441345,0.94041925
1263,0.96530973,0.982233556,0.797250433,0.966732915,0.939376038
1264,0.956741744,0.988780227,0.918501119,0.971786023,0.926796249
1265,0.950635752,0.983964393,0.905851544,0.95822116,0.929814532
1266,0.962844689,0.974912412,0.802336927,0.976391739,0.954727473
1267,0.991708185,0.997286479,0.950209074,0.974675026,0.896790977
1268,0.963420196,0.983133089,0.783455424,0.965164529,0.957692647
1269,0.951781021,0.986134846,0.931683948,0.962084801,0.909111215
1270,0.993872585,0.998348701,0.916869355,0.956318009,0.89695107
1271,0.991226783,0.996943432,0.923924877,0.964108005,0.882629359
1272,0.959591535,0.980389585,0.733072565,0.936469505,0.926631125
1273,0.984825254,0.993281465,0.942971681,0.95342564,0.880616502
1274,0.94405715,0.982542418,0.872133225,0.948564206,0.929800154
1275,0.989345565,0.997384522,0.908987093,0.964119911,0.888769285
1276,0.992091329,0.997676374,0.922559059,0.98888409,0.896214172
1277,0.96395025,0.96902324,0.796385667,0.957526083,0.917560404
1278,0.953733756,0.988168551,0.848242335,0.945349836,0.934316241
1279,0.997908521,1,0.936162308,0.976474474,0.889925648
1280,0.967077353,0.982925467,0.892713916,0.962132302,0.929648543
1281,0.98435341,0.995139814,0.912976085,0.981459018,0.932315514
1282,0.992948538,0.998626903,0.941600599,0.985297866,0.909508222
1283,0.981117791,0.998103872,0.903339228,0.971574777,0.907379997
1284,0.959881402,0.989047228,0.870771491,0.963707915,0.951502939
1285,0.986384836,0.998106664,0.8531787,0.975774999,0.921249568
1286,0.978035577,0.992546463,0.909556037,0.973350211,0.93103761
1287,0.980887412,0.995148009,0.846889121,0.950849535,0.912874791
1288,0.954349888,0.983093143,0.878346663,0.949243061,0.900279847
1289,0.970990348,0.948701969,0.864811217,0.938126168,0.837570657
1290,0.98185093,0.982588996,0.944187487,0.948697976,0.937914354
1291,0.995246502,0.989944191,0.98077924,0.954259864,0.885329907
1292,0.99221353,0.977335872,0.976403183,0.929960666,0.794820411
1293,0.989717383,0.987402453,0.96876203,0.944625881,0.889086773
1294,0.994725454,0.989303563,0.993982488,0.969204624,0.897234654
1295,0.987775949,0.980296967,0.966746348,0.947813213,0.886757779
1296,0.993123316,0.981238893,0.98201469,0.95802206,0.903368308
1297,0.96971445,0.97029024,0.918633849,0.912250134,0.862991621
1298,0.962102369,0.862202534,0.727521297,0.971787605,0.815849593
1299,0.975437624,0.96277,0.902996265,0.927738854,0.85536633
1300,0.966968773,0.866343635,0.732990618,0.97395165,0.850619836
1301,0.9643055,0.90181897,0.670234524,0.950159606,0.782700492
1302,0.959674378,0.87752697,0.702365766,0.952032525,0.821287747
1303,0.95845635,0.881462103,0.619386873,0.929861486,0.769812141
1304,0.945405418,0.854992269,0.647283938,0.923535861,0.76837678
1305,0.946521652,0.866351415,0.62169002,0.944444731,0.864399232
1306,0.966142017,0.946100554,0.649256428,0.925329835,0.842865004
1307,0.951870737,0.828734893,0.598285775,0.93400944,0.878233195
1308,0.86470354,0.812040821,0.533706824,0.835388204,0.60105537
1309,0.944544722,0.830634761,0.631874491,0.932166397,0.80557082
1310,0.982253202,0.972808864,0.856858023,0.896318722,0.8651995
1311,0.945105065,0.858578662,0.602716166,0.950183931,0.855039285
1312,0.954551005,0.854555477,0.655496803,0.95305662,0.862974514
1313,0.944802631,0.836685964,0.658329309,0.950118679,0.800842451
1314,0.965548462,0.904952636,0.602052427,0.941928497,0.821263467
1315,0.95733693,0.974324952,0.799162721,0.921530257,0.868730508
1316,0.975161554,0.973852925,0.748879398,0.880401258,0.852201634
1317,0.953100191,0.963369825,0.731468459,0.91794194,0.882856828
1318,0.973173286,0.985697408,0.879907099,0.89869844,0.869826577
1319,0.970841684,0.961172737,0.722248416,0.92415059,0.82819324
1320,0.949378391,0.962567095,0.677805846,0.900530335,0.859905851
1321,0.965596512,0.973312006,0.769542812,0.919499744,0.895268072
1322,0.96634035,0.974035087,0.853282194,0.928464748,0.913679454
1323,0.93970107,0.933049326,0.774730932,0.933551584,0.913003079
1324,0.954419937,0.959367342,0.846922765,0.934333715,0.874254052
1325,0.949801207,0.774489015,0.664413578,0.935866098,0.789249604
1326,0.945419841,0.932454753,0.747401793,0.921294536,0.863761601
1327,0.947574145,0.951204188,0.760699709,0.901617753,0.827048766
1328,0.962076381,0.918758778,0.735061481,0.933902828,0.773695894
1329,0.983873689,0.991379086,0.946786547,0.971450298,0.912274231
1330,0.964972968,0.9913139,0.921644024,0.95955235,0.900443749
1331,0.973484224,0.976254407,0.85438843,0.975545355,0.961726331
1332,0.979729989,0.992604962,0.895715897,0.972277519,0.93512183
1333,0.956447212,0.938276159,0.814341371,0.940459738,0.902486053
1334,0.971831979,0.858897986,0.776205761,0.967509621,0.874921636
1335,0.960644292,0.872238045,0.68215822,0.919927392,0.756002304
1336,0.962307286,0.941093369,0.724222223,0.912645967,0.814043863
1337,0.964359821,0.957190997,0.852482814,0.919550956,0.821147273
1338,0.988100646,0.965006376,0.923139723,0.937588777,0.783248844
1339,0.963668134,0.911996173,0.748556503,0.952184704,0.808323446
1340,0.976136297,0.958758473,0.86889247,0.916131476,0.690337657
1341,0.967591314,0.905713904,0.72730909,0.958233656,0.768270908
1342,0.993625952,0.990833385,0.993398056,0.963810782,0.88495513
1343,0.985561768,0.977257111,0.971877016,0.944637111,0.84120415
1344,0.983627909,0.9677706,0.946219802,0.939878197,0.863102642
1345,0.960030318,0.966770937,0.89493499,0.917536557,0.877096321
1346,0.962897932,0.92592226,0.783280684,0.965387773,0.793676357
1347,0.955724432,0.918662103,0.732939439,0.940613207,0.742928006
1348,0.988726034,0.96985864,0.973359994,0.935379442,0.812011517
1349,0.969033675,0.966038633,0.77994554,0.929709439,0.800609198
1350,0.965022322,0.955695327,0.821696637,0.914626934,0.740597587
1351,0.978125368,0.976938735,0.847510623,0.914822206,0.804513539
1352,0.965846933,0.938581119,0.706738199,0.964998778,0.800428486
1353,0.977396982,0.961398414,0.89118817,0.910261126,0.77633093
1354,0.945540323,0.86264464,0.789677119,0.962226914,0.703690792
1355,0.966239196,0.947213872,0.800980602,0.953799758,0.769568721
1356,0.965289976,0.968884949,0.756544495,0.900886294,0.784159669
1357,0.980695012,0.981050196,0.912982396,0.927863226,0.856878641
1358,0.976435734,0.976879476,0.875254035,0.921212493,0.848754416
1359,0.956908834,0.979236589,0.792649044,0.908719704,0.859898918
1360,0.990056391,0.990371418,0.930738893,0.925251318,0.796082388
1361,0.979723254,0.956954286,0.697443546,0.948842699,0.752959982
1362,0.966570013,0.956025385,0.717958292,0.938441234,0.795153746
1363,0.978837536,0.97732522,0.833017933,0.915282589,0.789761392
1364,0.957522532,0.888010169,0.724341844,0.971323321,0.787840196
1365,0.974552158,0.938290201,0.811765165,0.981676955,0.872088763
1366,0.986076219,0.980640952,0.910447209,0.916799311,0.813925471
1367,0.963739901,0.964542368,0.766409372,0.914321062,0.769638029
1368,0.970071067,0.90860665,0.734602476,0.951235224,0.8147731
1369,0.975865382,0.937909387,0.747084785,0.945015928,0.767663847
1370,0.977860874,0.921091365,0.823757683,0.980893626,0.845035682
1371,0.962884223,0.951907483,0.775311876,0.934605712,0.787721471
1372,0.964316362,0.965858976,0.819069594,0.930833371,0.867255311
1373,0.961610996,0.837373347,0.711791733,0.972602569,0.838342274
1374,0.963306123,0.92332348,0.709247909,0.947470442,0.835558695
1375,0.932164493,0.878422535,0.621112646,0.940219147,0.83309437
1376,0.967531913,0.899071865,0.707786459,0.977096069,0.873577548
1377,0.974156985,0.969397354,0.827722884,0.908759671,0.850689946
1378,0.950584529,0.90516251,0.561010442,0.920354032,0.813990297
1379,0.955167049,0.880673238,0.713187373,0.962481355,0.828218223
1380,0.950527235,0.712914556,0.658574556,0.950208436,0.719754296
1381,0.970462904,0.950725025,0.778462219,0.931129723,0.795072857
1382,0.97856627,0.956681589,0.830472983,0.969096464,0.876771943
1383,0.84138617,0.828882438,0.564207348,0.907626744,0.704226328
1384,0.972365582,0.918577948,0.623945143,0.938135459,0.824484402
1385,0.964974924,0.867359311,0.688598361,0.963942624,0.830125381
1386,0.945570074,0.79072215,0.706173203,0.953277231,0.779775099
1387,0.95669244,0.969807784,0.74455232,0.878389017,0.878521706
1388,0.976121648,0.941068126,0.634060866,0.910218413,0.778719978
1389,0.977909539,0.904424342,0.527731286,0.922280564,0.841892186
1390,0.98736274,0.983704739,0.871863944,0.868709388,0.839640093
1391,0.98154077,0.937769186,0.584583035,0.926412028,0.768964475
1392,0.987024222,0.958666615,0.628478649,0.945204315,0.792704274
1393,0.999375114,0.985926672,1,0.970062988,0.896999661
1394,0.983673802,0.971340951,0.870329372,0.880058419,0.848631147
1395,0.985327928,0.95242617,0.685262315,0.946109312,0.809009396
1396,0.970817991,0.968479756,0.742189529,0.928982951,0.780547642
1397,0.965992713,0.915604041,0.605301558,0.937356168,0.793733065
1398,0.978205601,0.950033922,0.626970771,0.930257178,0.788414236
1399,0.95548106,0.918254397,0.648067451,0.923497038,0.730328037
